hotel_name,review_summary,review_p1,review_p2,score,Location_score,Cleanliness_score,Service_score,Value_score
The Ritz-Carlton,Birthday  Dinner,Thank you Ritz Carlton  for making my birthday  so special. Special thanks to Suryadipta Banerjee & Apratim for making my day so special with a lovely and my fav Choco moose cake . The drinks at Bang and Steak is just so delicious.,,4.5,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent Service!,"The Courtyard Marriott team took great care throughout my stay! Excellent Team at the reception (extended a complimentary upgrade), restaurant (everyone including chefs checked in almost everyday) and great housekeeping. I would like to compliment Bharat who took great care to make sure the room was always in a great condition and comfortable!   See you guys back again in the 1st week of March! ",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent Service!,"The Courtyard Marriott team took great care throughout my stay! Excellent Team at the reception (extended a complimentary upgrade), restaurant (everyone including chefs checked in almost everyday) and great housekeeping. I would like to compliment Bharat who took great care to make sure the room was always in a great condition and comfortable!   See you guys back again in the 1st week of March! ",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent Service!,"The Courtyard Marriott team took great care throughout my stay! Excellent Team at the reception (extended a complimentary upgrade), restaurant (everyone including chefs checked in almost everyday) and great housekeeping. I would like to compliment Bharat who took great care to make sure the room was always in a great condition and comfortable!   See you guys back again in the 1st week of March! ",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent Service!,"The Courtyard Marriott team took great care throughout my stay! Excellent Team at the reception (extended a complimentary upgrade), restaurant (everyone including chefs checked in almost everyday) and great housekeeping. I would like to compliment Bharat who took great care to make sure the room was always in a great condition and comfortable!   See you guys back again in the 1st week of March! ",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent Service!,"The Courtyard Marriott team took great care throughout my stay! Excellent Team at the reception (extended a complimentary upgrade), restaurant (everyone including chefs checked in almost everyday) and great housekeeping. I would like to compliment Bharat who took great care to make sure the room was always in a great condition and comfortable!   See you guys back again in the 1st week of March! ",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent Service!,"The Courtyard Marriott team took great care throughout my stay! Excellent Team at the reception (extended a complimentary upgrade), restaurant (everyone including chefs checked in almost everyday) and great housekeeping. I would like to compliment Bharat who took great care to make sure the room was always in a great condition and comfortable!   See you guys back again in the 1st week of March! ",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent Service!,"The Courtyard Marriott team took great care throughout my stay! Excellent Team at the reception (extended a complimentary upgrade), restaurant (everyone including chefs checked in almost everyday) and great housekeeping. I would like to compliment Bharat who took great care to make sure the room was always in a great condition and comfortable!   See you guys back again in the 1st week of March! ",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent Service!,"The Courtyard Marriott team took great care throughout my stay! Excellent Team at the reception (extended a complimentary upgrade), restaurant (everyone including chefs checked in almost everyday) and great housekeeping. I would like to compliment Bharat who took great care to make sure the room was always in a great condition and comfortable!   See you guys back again in the 1st week of March! ",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Loved it,Loved my short 1 day stay. Loved the helpful staff at restaurant Feast. Special thanks to Gurmeet and Aditya at the restaurant for being very helpful.   Also The premier club rooms are spacious. Thank you for the delightful experience,…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Loved it,Loved my short 1 day stay. Loved the helpful staff at restaurant Feast. Special thanks to Gurmeet and Aditya at the restaurant for being very helpful.   Also The premier club rooms are spacious. Thank you for the delightful experience,…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Loved it,Loved my short 1 day stay. Loved the helpful staff at restaurant Feast. Special thanks to Gurmeet and Aditya at the restaurant for being very helpful.   Also The premier club rooms are spacious. Thank you for the delightful experience,…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Loved it,Loved my short 1 day stay. Loved the helpful staff at restaurant Feast. Special thanks to Gurmeet and Aditya at the restaurant for being very helpful.   Also The premier club rooms are spacious. Thank you for the delightful experience,…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Loved it,Loved my short 1 day stay. Loved the helpful staff at restaurant Feast. Special thanks to Gurmeet and Aditya at the restaurant for being very helpful.   Also The premier club rooms are spacious. Thank you for the delightful experience,…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Loved it,Loved my short 1 day stay. Loved the helpful staff at restaurant Feast. Special thanks to Gurmeet and Aditya at the restaurant for being very helpful.   Also The premier club rooms are spacious. Thank you for the delightful experience,…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Loved it,Loved my short 1 day stay. Loved the helpful staff at restaurant Feast. Special thanks to Gurmeet and Aditya at the restaurant for being very helpful.   Also The premier club rooms are spacious. Thank you for the delightful experience,…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Loved it,Loved my short 1 day stay. Loved the helpful staff at restaurant Feast. Special thanks to Gurmeet and Aditya at the restaurant for being very helpful.   Also The premier club rooms are spacious. Thank you for the delightful experience,…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Loved it,Loved my short 1 day stay. Loved the helpful staff at restaurant Feast. Special thanks to Gurmeet and Aditya at the restaurant for being very helpful.   Also The premier club rooms are spacious. Thank you for the delightful experience,…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Loved it,Loved my short 1 day stay. Loved the helpful staff at restaurant Feast. Special thanks to Gurmeet and Aditya at the restaurant for being very helpful.   Also The premier club rooms are spacious. Thank you for the delightful experience,…,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,Excellent service and delicious Dinner ...Thank you!!!,"This place has become one of our favourite and we prefer it for most of our celebrations and would love going again and again. No doubt the food is super amazing but the hospitality is top notch, I would like to mention specially Chef Gaurav, Naresh, Anupam and Harish who made our date night special. Amazing service provided by Ms Pratiksha and Kailash. Thank you for having us.",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
